temRT,temHashtag,temUser,temURL,temLetraRepetid,numeroLetrasRepetidas,temPontoInterrogacao,temPontoExclamaco,EmojisPositivo,EmojisNegativo,quantidadePalavras,quantidadePalavrasQueIniciamMaiusculas,quantidadePalavrastodasAsLetrasMaiusculas,quantidadeLetrasMaiusculas,quantidadePontosInterogacao,quantidadePontosExclamacao,quantidadeEmojisPositivos,quantidadeEmojisNegativos,mediaCharacteresPorPalavra,tweet,classe
0,0,0,0,0,0,0,0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,Bom demais ter problema com internet enquanto se trabalha de homeoffice,NEGATIVO
0,0,0,0,0,0,0,0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,Parabéns para quem inventou trabalho remoto,POSITIVO
0,1,0,1,1,3,1,0,0.0,0.0,19.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,6.0,"Fim do trabalho remoto? Elon Musk está exigindo o retorno presencial a todos os colaboradores do Twitter #OlharDigital 
https://t.co/l4hDCfQydv",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,trabalhar home office eh tão superior né,POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,51.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,"@merasfofocas @batarangues Os meus também não tão acostumados a ficar sozinhos muito tempo, eu tô de licença pro Doutorado impensada com dois anos de trabalho remoto por causa da pandemia. Aí eu combinei duas visitas por dia pra brincar, passear, dar comida, remédio e fazer a higiene do local, deu certo",POSITIVO
0,1,1,1,1,4,0,0,0.0,0.0,30.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,"Pegar um @BuserBrasil e viajar pra encontrar a família, visitar um ponto turístico ou ir ao show do seu ídolo em qualquer momento do ano 😉

#trabalhoremoto #anywhereoffice #nomadedigital https://t.co/WDTG0BIHB7",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Banho tomado e pronta pro home office.,POSITIVO
0,0,0,1,0,0,0,0,0.0,0.0,13.0,9.0,1.0,15.0,0.0,0.0,0.0,0.0,8.0,BairesDev oferece vaga para São Paulo-SPDesenvolvedor Engenheiro Python Trabalho Remoto Ref P https://t.co/e7fweLqI2n,NEUTRO
0,0,0,1,1,5,0,0,0.0,0.0,9.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,"Musk encerra trabalho remoto no Twitter, diz Bloomberg https://t.co/gKktlaS2ah",NEUTRO
0,0,0,0,0,0,0,1,0.0,0.0,20.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,"Preciso encontrar um trabalho urgente num escritório ou remoto porque não posso mais. Mas, tenho que poder. Eu posso pqp!",POSITIVO
0,0,0,1,0,0,0,0,0.0,0.0,34.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,"Musk quer acabar com o trabalho remoto 
Na última terça-feira, Elon Musk enviou dois e-mails para funcionários descrevendo como todos os funcionários da Tesla devem trabalhar pelo menos 40 horas por De arquivos https://t.co/C67VYEsCQC",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"Hoje fui de ônibus (na hora do rush) para academia por causa da chuva, e só posso agradecer pelo previlégio que é o meu trabalho remoto.🍀",POSITIVO
0,0,1,0,1,5,0,0,0.0,0.0,17.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,@GFiuza_Oficial O nível de delirios desses patriotarios home office é exdruxulo 🤣🤣🤣🤣 Minoria sabe que é minoria.,NEGATIVO
0,0,0,1,1,3,0,0,0.0,0.0,11.0,5.0,1.0,14.0,0.0,0.0,0.0,0.0,7.0,"nova
BairesDev

Trabalho remoto in Brasília, DF+6 locais
Mais no link:https://t.co/xOCupZCIBM",NEUTRO
0,0,0,1,1,3,0,0,1.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,De home office na véspera sim ❤️ https://t.co/S49tcusjEe,POSITIVO
0,1,0,1,1,7,0,1,0.0,0.0,44.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,5.0,"Seja no híbrido, presencial ou home office, a produtividade da equipe é essencial para o sucesso da sua empresa!

Aposte em computadores virtuais de alta potência e garanta a conexão, rapidez e segurança para as tarefas do dia a dia.

#Arlequim #JoinTheFuture #ComputadorVirtual https://t.co/9NLH7mT3Zt",NEUTRO
0,0,0,1,1,3,0,0,0.0,0.0,12.0,7.0,1.0,15.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para Amazonas-AMScrum Master Trabalho Remoto Ref 0073P Dlvr https://t.co/Dmp1C8M59w,NEUTRO
0,0,0,1,1,5,0,0,0.0,0.0,13.0,6.0,1.0,14.0,0.0,0.0,0.0,0.0,6.0,"nova
Netvagas - (3708321116)

Trabalho remoto in São Paulo, SP
Mais no link:https://t.co/pcsACHGDZY",NEUTRO
0,0,1,0,0,0,0,0,0.0,0.0,18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,@carlarenata_ Se trabalharam deveriam ter a folga. E é totalmente desgastante o trabalho remoto dos profissionais da educação.,NEGATIVO
0,0,0,0,0,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"ow, quase 3 anos trabalho remoto e eu simplesmente não consigo tankar um parabéns no zoom",NEGATIVO
0,0,0,0,0,0,0,0,0.0,1.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,So queria estar de Home Office hoje 😩,POSITIVO
0,0,0,1,0,0,0,0,0.0,0.0,12.0,8.0,1.0,14.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para Pará-PADesenvolvedor React Jedi Trabalho Remoto Ref P https://t.co/9zoszy5HcF,NEUTRO
0,0,0,1,1,8,1,0,0.0,0.0,40.0,6.0,0.0,11.0,1.0,0.0,0.0,0.0,5.0,"Vi esse post no insta da Officeless e achei valioso.

Pós pandemia, algumas empresas/ pessoas estavam desesperados pelo retorno, afinal, “não funcionava “.
Como isso funciona pra você?
Sou adepta do trabalho remoto/ híbrido desde 2018. Minha vida, meus co…https://t.co/Py3BfEBrBm",NEGATIVO
0,0,0,1,1,3,0,0,0.0,0.0,12.0,7.0,1.0,17.0,0.0,0.0,0.0,0.0,9.0,BairesDev oferece vaga para Amazonas-AMDesenvolvedora Engenheira Python Trabalho Remoto Ref 0071P https://t.co/65mDXMaD5H,NEUTRO
0,0,1,0,0,0,0,0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,@Rconstantino Patriota em home office,NEGATIVO
0,0,1,0,1,4,0,1,0.0,0.0,40.0,4.0,0.0,9.0,0.0,4.0,0.0,0.0,5.0,"@OPedroSerra @FabioPorchat Opa, venha!! Só dar um toque que terá lugar pra ficar! Minha esposa é oceanógrafa e está trabalhando com poluição marinha aqui com foco em plásticos.. vamos ficar alguns anos! Eu tô acompanhando só e trabalho remoto  ✌🏽",POSITIVO
0,0,0,0,1,5,0,1,0.0,0.0,46.0,6.0,2.0,8.0,0.0,2.0,0.0,0.0,4.0,"Bom dia pessoal!! Se alguém souber uma vaga para advogada em São Paulo(município), ou home office por favor me dêem um alô. É para minha filha com 5 anos de OAB, pós graduação em direito público, atuou no último ano em direito do consumidor, envio currículo.🙏🙏",POSITIVO
0,0,1,0,1,3,0,0,0.0,0.0,32.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,"@nahfreitas42 é muito ruim a qualidade de vida em SP, com o boom do trabalho remoto, tevese uma esperança de que podia melhorar... mas aparentemente ja ta todo mundo voltando pro presencial",POSITIVO
0,0,0,1,1,4,0,0,0.0,0.0,12.0,7.0,1.0,19.0,0.0,0.0,0.0,0.0,8.0,BairesDev oferece vaga para Pará-PADesenvolvedor Java Jedi Trabalho Remoto Ref 0003P https://t.co/VR6TDZxDLr,NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"Trabalhar home office é bom dmais, quem dera fosse todos os dias",POSITIVO
0,0,0,1,1,4,0,0,0.0,0.0,14.0,8.0,1.0,19.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para Mato Grosso do Sul-MSHeadhunter Executivo Trabalho Remoto Ref 0050P https://t.co/DBctDPU2qT,NEUTRO
0,0,0,0,1,6,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,última semana do ano vai ser home office pra mim pqp que delíciaaaaaa,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"ficar de home office é simplesmente a melhor coisa do mundo 
nunca mais quero ir pro presencial",POSITIVO
0,1,0,1,0,0,0,0,0.0,0.0,11.0,6.0,4.0,31.0,0.0,0.0,0.0,0.0,6.0,TECNICO DE ESTRUTURAS NAVAIS - Remoto - Cmio - https://t.co/Ylrn14xUpx #TrabalhoRemoto,NEUTRO
0,0,1,0,0,0,0,0,0.0,0.0,48.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,"Segundo reporta o @zerohedge, vários fatores estão provocando esse fenômeno, que vai desde a adoção do trabalho remoto, êxodo tech e ao caos de violência e drogas da cidade. Ainda pesa o custo de vida em outras regiões, bem como impostos mais baixos e escolas de melhor qualidade.",POSITIVO
0,0,1,0,1,4,0,0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"@ferreirinha530 eu sou assim demais kk qnd vejo já são 15h e eu n tomei nem café nem almocei, agora q to home office debs me lembra de comer",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,dormi gostoso aqui agora como é bom o home office,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,44.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,"Boa thread. Vi, vivi e ouvi casos de comportamento anti-etico de 2020 pra cá, que não tinha experimentado nos 20 anos anteriores. Uma galera que entrou no trabalho remoto recentemente, acha que é carta branca pra mentir/malandrar. Dica: corre de quem relata problemas demais.",NEGATIVO
0,0,0,1,1,5,0,0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,"agostinha carrara do homeoffice

(pode reparar na bagunça foda-se) https://t.co/R95x2VJDPA",NEGATIVO
0,0,1,0,1,5,0,0,0.0,0.0,52.0,8.0,2.0,16.0,0.0,0.0,0.0,0.0,4.0,"@marciatiburi @LulaOficial Marcia, não fale isso. Você  e uma funcionária pública do INPI, graças  a Deus e seus esforços. Não  fale de perseguição, você sempre teve vontade de morar fora do País, voce se mudou depois que o INPI começou com trabalho remoto na qual você participa. Não faça isso, não minta.",NEGATIVO
0,0,0,0,0,0,0,0,1.0,0.0,22.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,Existe um prazer inenarrável em terminar o trabalho e imediatamente deitar no sofá e não pensar em nada. Obrigada home office 😊,POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,@choquei tipo eu acostumado com o home office me arrumando só da cintura pra cima para as reuniões virtuais,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,38.0,19.0,19.0,79.0,0.0,0.0,0.0,0.0,4.0,tava triste que amanhã é segunda e eu tô cansada pra caramba e ia agora fazer almoço da semana MAS LEMBREI QUE AMANHÃ TRABALHO REMOTO E TERÇA É FERIADO E SOU A PESSOA MAIS FELIZ DO MUNDO AGORA,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"Lula eu quero um emprego homeoffice que pague 10mil apenas com ensino médio completo, obrigada lindo aguardo",POSITIVO
0,0,0,1,1,3,0,0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,manifestando homeoffice para segunda-feira dia 02/01/2023 https://t.co/b6Hw5k4tLT,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,uma das coisas ruins do home office é trabalhar querendo dormir e a cama estar exatamente do lado de você prontinha pra uso,NEGATIVO
0,0,1,0,0,0,0,1,0.0,0.0,45.0,5.0,2.0,6.0,0.0,1.0,0.0,0.0,4.0,"@choquei Que triste! O que o governo do PT ""roubou"" em 12 anos, ele conseguiu melhorar em 4 anos. Mas sem problema, o filho está usando dinheiro, provavelmente, público no Qatar em período de trabalho (deve ser remoto) e não voltará, para não ser preso.",NEGATIVO
0,0,1,0,0,0,0,0,0.0,0.0,50.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,"@srprogrammer Eu estou é mega agradecido por quem fez o L, dólar e euro nas alturas + trabalho remoto. O triste é quem não é da área de TI e não pensou em quem não tem esse mesmo privilégio é só fez oba-oba pra ganhar like em rede social 👍",NEGATIVO
0,0,0,0,0,0,0,0,0.0,0.0,26.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,"Sobre trabalho remoto: A cada dia que passa a vontade de lançar um ""a energia do prédio caiu e volta só daqui 3 meses"" só aumenta",POSITIVO
0,0,0,1,1,3,0,0,0.0,0.0,17.0,11.0,4.0,21.0,0.0,0.0,0.0,0.0,5.0,BairesDev oferece vaga para Rio Grande do Sul-RSAgile Coach P D Trabalho Remoto Ref 0073P RD https://t.co/1enWUPtKox,NEUTRO
0,0,1,0,0,0,0,0,0.0,0.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,@thcaliforniano @Rconstantino Melhor ele home office que ver um brasileiro como vc defendendo bandido..,POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,19.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,@Rconstantino Vem comandar os patriotas que estão nos quartéis. Ser patriota de homeoffice aí nós eua é fácil né,NEGATIVO
0,0,1,0,0,0,0,0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,"@ahnaokarina Trabalho remoto justamente para conseguir manter mais 2 trabalhos, mas infelizmente meu rendimento é uma merda",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,14.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,"Vaga: trabalho remoto
Também a vaga: disponibilidade para reuniões presenciais em São Paulo 

🤔",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,amanhã to de home office obg deus,POSITIVO
0,0,0,1,0,0,0,0,0.0,0.0,15.0,11.0,1.0,18.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para São Paulo-SPEspecialista Em Busca De Talentos Trabalho Remoto Ref P https://t.co/ITm98Euq0f,NEUTRO
0,0,1,0,1,11,0,0,0.0,0.0,54.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,"@laritamaromba 100% remoto amiga, ce tá é arrumando muita coisinha pra falar mal da vaga kkkkkkkkk não é mil maravilhas mas é melhor do que 90% dos trabalhos que existem hj em dia, te garanto que geral prefere ganhar 10k limpo mesmo tendo todos esses gastos aí do que 3k em outro trabalho CLT",POSITIVO
0,0,0,0,1,4,0,0,0.0,0.0,23.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,5.0,o conceito de trabalhar com tecnologia com trabalho remoto mas q PRECISE ser horas ininterruptas não entra na minha cabeça.. principalmente pra 6h...,NEGATIVO
0,0,0,0,1,5,1,0,0.0,0.0,50.0,5.0,1.0,8.0,1.0,0.0,0.0,0.0,4.0,"Qual será a correlação de usuários ativos na Uber e novas CNH's emitidas?

Da pra relacionar também com o aumento absurdo dos preços dos novos e seminovos e o aumento do modelo home office p trabalho e educação

""A plataforma da Uber e a crise de mobilidade da classe média""",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Ganhei 5kg desde que comecei a trabalhar em home office 🫰🏻,NEGATIVO
0,0,0,0,0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"trabalhando de home office desde as 7:00 enquanto minha namorada tá simplesmente capotada do meu lado 
a vida é injusta",NEGATIVO
0,0,0,1,0,0,0,0,0.0,0.0,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,Primeiro trabalho de sensoriamento remoto enviado pra um Simpósio foi aprovado https://t.co/wqMcwgmY5u,POSITIVO
0,1,0,1,1,3,0,0,0.0,0.0,34.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,6.0,"O trabalho remoto não é uma novidade para os consultores imobiliários da iad Portugal. São inúmeros os benefícios desta forma de trabalhar para profissionais, empresas e até para o planeta. #remote #remoto #trabalhoremoto https://t.co/zTXSWEz3US",POSITIVO
0,0,1,0,1,4,0,0,0.0,0.0,30.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,"@giancarlozero Meu computador do trabalho vive fazendo isso.
Eu não conseguia abrir a pasta do servidor por nada, liguei pra TI e liberei o acesso remoto... Imediatamente a pasta abriu",POSITIVO
0,0,1,0,1,9,0,0,0.0,0.0,46.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,@DkValac @viderotulo @FelippeRegazio Eu posso fazer 100% do meu trabalho remoto. Mas sou obrigado a ir dois dias por semana para o escritório. Estou ocupando uma vaga a mais no trem dois dias por semana... Triste viu... Antes da pandemia eu ia todos os dias... 🤡,POSITIVO
0,0,0,1,1,3,0,0,0.0,0.0,16.0,11.0,1.0,23.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para São Paulo-SPGerente De Engenharia De Software Trabalho Remoto Ref 0049P Dlvr https://t.co/PDJSJXMy9h,NEUTRO
0,0,1,0,0,0,0,1,0.0,0.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,"@rezendee_mat Se liga hein, fica ligada e viva o home ofice!",POSITIVO
0,0,0,1,1,5,0,0,0.0,0.0,19.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,"Além do regime presencial, há possibilidade de trabalho híbrido e remoto e oportunidades para Pessoas com Deficiência (PCDs)

https://t.co/SQ9BSybe1l",POSITIVO
0,0,1,0,0,0,1,0,0.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,@hevfreitas Quem sabe? 2023 me dedico a esse trabalho remoto,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,"Graças a Deus hoje é home office, olha essa chuva, cara.",POSITIVO
0,0,0,0,1,5,0,1,0.0,0.0,8.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,"Dia mais preguiçoso do recesso…ops, home office!!! 😌😌😴♥️",POSITIVO
0,0,0,1,1,5,1,0,0.0,0.0,45.0,4.0,1.0,13.0,1.0,0.0,0.0,0.0,5.0,"A popularidade do trabalho remoto se fez conhecida, mas você sabia que 39% dos brasileiros trocariam de emprego só para ter a opção de home office? Confira a matéria que traz resultados reveladores da recente pesquisa da Robert Half sobre o cenário atual. https://t.co/Lx97GClnPs https://t.co/yPFnWoS1wY",POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Eu só queria um home office hoje meu deus que pecado,POSITIVO
0,1,0,0,1,3,0,0,0.0,0.0,26.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,"O povo tudo animado com o “café da firma”, se a firma fosse Home Office tu tava tomando teu café em casa, fica a dica.
#homeoffice",NEGATIVO
0,0,0,0,0,0,0,1,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,Trabalho remoto !,POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,@CarlosBolsonaro Falou o patriota de homeofice,NEGATIVO
0,0,0,1,1,4,0,0,0.0,0.0,7.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,"nova
GeekHunter

Trabalho remoto
Mais no link:https://t.co/OuT23SmF0U",NEUTRO
0,0,1,0,0,0,1,0,0.0,0.0,35.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,5.0,"@LuisSismeiro @teresa_gcp @VascoEiriz Eu também. Mas o meu trabalho é ajudar pessoas a evoluir e a crescer. Pode-se fazer remoto? Sim, claro. Mas 5 minutos fisicamente co-localizados são mais produtivos que 1 hora em remoto.",NEGATIVO
0,0,0,0,0,0,0,0,0.0,0.0,27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,"Meu namorado acorda 4:30 da madrugada para trabalhar. Ele trabalha em home office e não tem nada de moleza não, é trabalho demais, no batidão, fico admirada.",POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,28.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,"@SoyJoyLeitinho Boa ideia, tô dando uma pesquisada no Linkedin também pra pegar os requisitos pras vagas home office que eu eu quero, e já tô pensando nas entrevistas",POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,@srprogrammer Trabalho Remoto,POSITIVO
0,0,1,0,0,0,0,0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,"@dnlbeck @PiloNiten vc está considerando apenas um aspecto da vitamina d sem considerar o contexto atual pós pandemia, home office, atletas de esports etc onde na prática clínica encontramos níveis baixos de vitamina d que nao se recuperam so com exposição solar",NEGATIVO
0,0,0,0,0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"pra fechar bem o último dia útil do ano cai nela, no terror do home office, a temida reunião surpresa",NEGATIVO
0,0,0,0,0,0,0,0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,Home ofice quem nunca…🤷🏼,POSITIVO
1,1,0,1,1,9,0,0,0.0,0.0,39.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,6.0,"A empresa portuguesa Kelly está com mais de 750 vagas para posições permanentes para preencher de imediato. A  maioria das vagas são para o sul do país ( 74%), concentradas principalmente em Lisboa.  

#emprego #vagas #trabalho #trabalhoremoto #oportunidaddeempleo https://t.co/RfcGC3RT6f",NEUTRO
0,0,0,0,1,35,0,0,0.0,0.0,52.0,5.0,4.0,32.0,0.0,0.0,0.0,0.0,4.0,"KKKKKKKKKKKKK que viagem agr mano.. minha home office me mandou um número pra mim sacar o FGTS da pessoa. Aí eu mandei mó textão pra pessoa, me apresentando e tals. A minha home office do nada  ""manda áudio, pq ela não sabe ler"" KKKKKKKKKKKKK eu já tinha feito mó textão mn kkkkkk",NEGATIVO
0,0,1,0,1,4,0,1,0.0,0.0,27.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,"@Juriisconsulta Sim!!!! Mas tinha a uf/trabalho, agora é remoto ne. Mas ao mesmo tempo viajando sozinha percebi que me tornei bem mais sociável e extrovertida, estou prontah",POSITIVO
0,0,1,0,1,4,1,0,0.0,0.0,20.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,@fehbar_ @opropriofaka Áudios? De onde ? Do whatsapp? 😂😂😂 Cê curte? Eu só uso pra família e pra homeoffice. 💃😂,POSITIVO
0,0,0,0,0,0,1,0,0.0,0.0,46.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,"Se é pra ficar planejando como meu local de trabalho remoto vai se parecer desse jeito, prefiro voltar pro presencial. Parte da beleza do trabalho remoto é justamente aliviar o peso maluco de reuniões formais. Vou transferir essa neura pra decoração da minha parede? Eu não.",NEGATIVO
0,0,0,1,1,5,0,0,0.0,0.0,16.0,7.0,1.0,13.0,0.0,0.0,0.0,0.0,7.0,"Pessoa desenvolvedora .net sênior
Netvagas - (3700791026)

Trabalho remoto in São Paulo, SP
Mais no link:https://t.co/OIyp2j4EQK",NEUTRO
0,0,1,0,0,0,0,0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,@carlabarlette @bielconn Trabalho remoto,POSITIVO
0,0,0,1,1,5,0,0,0.0,0.0,12.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,"Engenheiro de Dados Google Cloud (Remoto)
GeekHunter

Trabalho remoto
Mais no link:https://t.co/nkvSktnsD1",NEUTRO
0,0,0,0,0,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,como é bom home office 🥰,POSITIVO
0,0,0,1,1,4,0,0,0.0,0.0,13.0,8.0,1.0,19.0,0.0,0.0,0.0,0.0,7.0,BairesDev oferece vaga para São Paulo-SPDesenvolvedor Java Jedi Trabalho Remoto Ref 0003P https://t.co/R2QuKQGwuZ,NEUTRO
0,0,0,1,1,4,0,0,0.0,0.0,15.0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,7.0,Trabalho remoto fez aumentar em 50% as contratações de TI fora do Sudeste https://t.co/4U1Mf3ldJs https://t.co/jD0CoNXZHk,POSITIVO
0,0,0,0,0,0,0,0,0.0,0.0,42.0,8.0,2.0,12.0,0.0,0.0,0.0,0.0,4.0,"CAIXA: Em debate o tema do Banco de Hrs no Trabalho Remoto.
O banco apresentou a proposta com prazo de 6 meses para a compensação de 50% das hrs.
As agências com até 20 empregados, a compensação será de 100% das hrs.",NEUTRO
0,0,1,0,1,3,0,1,0.0,0.0,25.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,"@MarkusGuimas2 Isso é tão ridículo, um marmanjo querendo aparecer atrapalhando o trabalho dos outros, é só usar o controle remoto e mudar de canal.

Infantilidade!!",NEUTRO
0,0,0,1,1,3,0,0,0.0,0.0,7.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,"nova
i4pro

Trabalho remoto
Mais no link:https://t.co/UB084q8yB2",NEUTRO
0,0,0,1,1,7,0,0,0.0,0.0,22.0,13.0,0.0,23.0,0.0,0.0,0.0,0.0,7.0,"- Belo Horizonte/MG - Estagiário(a) Projetos Corporativos, na Atlantic Nickel
https://t.co/SeovOnJ17o

- Home Office - Assistente de Mobilidade Global, na BairesDev
https://t.co/SxoZeVfloL",NEUTRO
0,0,1,0,0,0,0,0,0.0,0.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"@proxy_go Olha cara, pro junior q quer apanhar pra aprender rapido pq desempenhou trabalho de senior, essa vaga até que é tankavel por uns 2500 limpo depois da experiência considerando remoto + horário flexível que eu imagino não ser o caso",POSITIVO
0,0,0,1,1,6,0,0,0.0,0.0,16.0,11.0,1.0,14.0,0.0,0.0,0.0,0.0,7.0,"Pessoa Desenvolvedora Mobile Flutter Júnior a Pleno
GeekHunter

Trabalho remoto in Florianópolis, SC
Mais no link:https://t.co/xdgcdEqvk9",NEUTRO
1,1,1,1,1,11,0,0,0.0,0.0,41.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,"Vem conhecer o novo projeto da @Official_NomadX: uma vila para nômades digitais na Praia de Pipa 🏖

💡 Baixe o nosso ebook gratuito no link da bio para desenvolver as skills necessárias para atuar de qualquer lugar: https://t.co/lmM4faSwnw

#trabalhoremoto #nomadedigital https://t.co/RgpLNvRTBA",NEUTRO
